351.414734	-279.390778
345.734116	-284.287766
340.053497	-289.184753


352.067667	-280.148194
346.387048	-285.045181
340.706430	-289.942169


352.720599	-280.905610
347.039981	-285.802597
341.359363	-290.699585


353.373532	-281.663026
347.692914	-286.560013
342.012296	-291.457001


354.026465	-282.420442
348.345847	-287.317429
342.665228	-292.214417


354.679398	-283.177858
348.998780	-288.074845
343.318161	-292.971833


355.332331	-283.935274
349.651712	-288.832261
343.971094	-293.729248


355.985263	-284.692690
350.304645	-289.589677
344.624027	-294.486664


356.638196	-285.450106
350.957578	-290.347093
345.276960	-295.244080


357.291129	-286.207522
351.610511	-291.104509
345.929892	-296.001496


357.944062	-286.964938
352.263443	-291.861925
346.582825	-296.758912


358.596995	-287.722354
352.916376	-292.619341
347.235758	-297.516327


359.249927	-288.479770
353.569309	-293.376757
347.888691	-298.273743


359.902860	-289.237186
354.222242	-294.134173
348.541624	-299.031159


360.555793	-289.994602
354.875175	-294.891589
349.194556	-299.788575


361.208726	-290.752018
355.528107	-295.649004
349.847489	-300.545991


361.861658	-291.509434
356.181040	-296.406420
350.500422	-301.303407


362.514591	-292.266850
356.833973	-297.163836
351.153355	-302.060822


363.167524	-293.024266
357.486906	-297.921252
351.806287	-302.818238


363.820457	-293.781682
358.139838	-298.678668
352.459220	-303.575654


364.473390	-294.539098
358.792771	-299.436084
353.112153	-304.333070


365.126322	-295.296514
359.445704	-300.193500
353.765086	-305.090486


365.779255	-296.053930
360.098637	-300.950916
354.418019	-305.847902


366.432188	-296.811346
360.751570	-301.708332
355.070951	-306.605317


367.085121	-297.568763
361.404502	-302.465748
355.723884	-307.362733


367.738053	-298.326179
362.057435	-303.223164
356.376817	-308.120149


368.390986	-299.083595
362.710368	-303.980580
357.029750	-308.877565


369.043919	-299.841011
363.363301	-304.737996
357.682682	-309.634981


369.696852	-300.598427
364.016234	-305.495412
358.335615	-310.392397


370.349785	-301.355843
364.669166	-306.252828
358.988548	-311.149812


371.002717	-302.113259
365.322099	-307.010243
359.641481	-311.907228


371.655650	-302.870675
365.975032	-307.767659
360.294414	-312.664644


372.308583	-303.628091
366.627965	-308.525075
360.947346	-313.422060


372.961516	-304.385507
367.280897	-309.282491
361.600279	-314.179476


