620.222839	-516.131165
613.962891	-520.261902
607.702942	-524.392639


620.773605	-516.965825
614.513656	-521.096562
608.253707	-525.227299


621.324370	-517.800485
615.064422	-521.931222
608.804473	-526.061960


621.875136	-518.635145
615.615187	-522.765882
609.355238	-526.896620


622.425901	-519.469805
616.165953	-523.600543
609.906004	-527.731280


622.976667	-520.304466
616.716718	-524.435203
610.456770	-528.565940


623.527432	-521.139126
617.267484	-525.269863
611.007535	-529.400600


624.078198	-521.973786
617.818249	-526.104523
611.558301	-530.235261


624.628964	-522.808446
618.369015	-526.939184
612.109066	-531.069921


625.179729	-523.643106
618.919780	-527.773844
612.659832	-531.904581


625.730495	-524.477767
619.470546	-528.608504
613.210597	-532.739241


626.281260	-525.312427
620.021311	-529.443164
613.761363	-533.573901


626.832026	-526.147087
620.572077	-530.277824
614.312128	-534.408562


627.382791	-526.981747
621.122842	-531.112485
614.862894	-535.243222


627.933557	-527.816408
621.673608	-531.947145
615.413659	-536.077882


628.484322	-528.651068
622.224373	-532.781805
615.964425	-536.912542


629.035088	-529.485728
622.775139	-533.616465
616.515190	-537.747203


629.585853	-530.320388
623.325905	-534.451125
617.065956	-538.581863


630.136619	-531.155048
623.876670	-535.285786
617.616721	-539.416523


630.687384	-531.989709
624.427436	-536.120446
618.167487	-540.251183


631.238150	-532.824369
624.978201	-536.955106
618.718252	-541.085843


631.788915	-533.659029
625.528967	-537.789766
619.269018	-541.920504


632.339681	-534.493689
626.079732	-538.624427
619.819783	-542.755164


632.890446	-535.328349
626.630498	-539.459087
620.370549	-543.589824


633.441212	-536.163010
627.181263	-540.293747
620.921314	-544.424484


633.991977	-536.997670
627.732029	-541.128407
621.472080	-545.259144


634.542743	-537.832330
628.282794	-541.963067
622.022845	-546.093805


635.093508	-538.666990
628.833560	-542.797728
622.573611	-546.928465


635.644274	-539.501650
629.384325	-543.632388
623.124377	-547.763125


636.195040	-540.336311
629.935091	-544.467048
623.675142	-548.597785


636.745805	-541.170971
630.485856	-545.301708
624.225908	-549.432446


637.296571	-542.005631
631.036622	-546.136368
624.776673	-550.267106


637.847336	-542.840291
631.587387	-546.971029
625.327439	-551.101766


638.398102	-543.674952
632.138153	-547.805689
625.878204	-551.936426


638.948867	-544.509612
632.688918	-548.640349
626.428970	-552.771086


639.499633	-545.344272
633.239684	-549.475009
626.979735	-553.605747


640.050398	-546.178932
633.790449	-550.309669
627.530501	-554.440407


640.601164	-547.013592
634.341215	-551.144330
628.081266	-555.275067


641.151929	-547.848253
634.891981	-551.978990
628.632032	-556.109727


641.702695	-548.682913
635.442746	-552.813650
629.182797	-556.944387


642.253460	-549.517573
635.993512	-553.648310
629.733563	-557.779048


642.804226	-550.352233
636.544277	-554.482971
630.284328	-558.613708


643.354991	-551.186893
637.095043	-555.317631
630.835094	-559.448368


643.905757	-552.021554
637.645808	-556.152291
631.385859	-560.283028


644.456522	-552.856214
638.196574	-556.986951
631.936625	-561.117688


645.007288	-553.690874
638.747339	-557.821611
632.487390	-561.952349


645.558053	-554.525534
639.298105	-558.656272
633.038156	-562.787009


646.108819	-555.360194
639.848870	-559.490932
633.588921	-563.621669


646.659584	-556.194855
640.399636	-560.325592
634.139687	-564.456329


647.210350	-557.029515
640.950401	-561.160252
634.690453	-565.290990


647.761116	-557.864175
641.501167	-561.994912
635.241218	-566.125650


648.311881	-558.698835
642.051932	-562.829573
635.791984	-566.960310


648.862647	-559.533496
642.602698	-563.664233
636.342749	-567.794970


649.413412	-560.368156
643.153463	-564.498893
636.893515	-568.629630


649.964178	-561.202816
643.704229	-565.333553
637.444280	-569.464291


650.514943	-562.037476
644.254994	-566.168213
637.995046	-570.298951


651.065709	-562.872136
644.805760	-567.002874
638.545811	-571.133611


651.616474	-563.706797
645.356525	-567.837534
639.096577	-571.968271


652.167240	-564.541457
645.907291	-568.672194
639.647342	-572.802931


652.718005	-565.376117
646.458056	-569.506854
640.198108	-573.637592


653.268771	-566.210777
647.008822	-570.341515
640.748873	-574.472252


653.819536	-567.045437
647.559588	-571.176175
641.299639	-575.306912


654.370302	-567.880098
648.110353	-572.010835
641.850404	-576.141572


654.921067	-568.714758
648.661119	-572.845495
642.401170	-576.976232


655.471833	-569.549418
649.211884	-573.680155
642.951935	-577.810893


656.022598	-570.384078
649.762650	-574.514816
643.502701	-578.645553


656.573364	-571.218739
650.313415	-575.349476
644.053466	-579.480213


657.124129	-572.053399
650.864181	-576.184136
644.604232	-580.314873


657.674895	-572.888059
651.414946	-577.018796
645.154997	-581.149534


658.225660	-573.722719
651.965712	-577.853456
645.705763	-581.984194


658.776426	-574.557379
652.516477	-578.688117
646.256529	-582.818854


659.327191	-575.392040
653.067243	-579.522777
646.807294	-583.653514


659.877957	-576.226700
653.618008	-580.357437
647.358060	-584.488174


