0.000000,14.030786
1.000000,13.798688
2.000000,13.584713
3.000000,13.385575
4.000000,13.198254
5.000000,13.020062
6.000000,12.848679
7.000000,12.682184
8.000000,12.519049
9.000000,12.358126
10.000000,12.198602
11.000000,12.039958
12.000000,11.881905
13.000000,11.724334
14.000000,11.567261
15.000000,11.410776
16.000000,11.255013
17.000000,11.100115
18.000000,10.946219
19.000000,10.793440
20.000000,10.641872
21.000000,10.491581
22.000000,10.342614
23.000000,10.194999
24.000000,10.048753
25.000000,9.903887
26.000000,9.760408
27.000000,9.618325
28.000000,9.477648
29.000000,9.338392
30.000000,9.200575
31.000000,9.064218
32.000000,8.929345
33.000000,8.795982
34.000000,8.664153
35.000000,8.533882
36.000000,8.405191
37.000000,8.278099
38.000000,8.152621
39.000000,8.028770
40.000000,7.906552
41.000000,7.785972
42.000000,7.667030
43.000000,7.549723
44.000000,7.434044
45.000000,7.319985
46.000000,7.207536
47.000000,7.096682
48.000000,6.987411
49.000000,6.879707
50.000000,6.773555
51.000000,6.668939
52.000000,6.565844
53.000000,6.464255
54.000000,6.364156
55.000000,6.265534
56.000000,6.168376
57.000000,6.072669
58.000000,5.978402
59.000000,5.885565
60.000000,5.794148
61.000000,5.704144
62.000000,5.615544
63.000000,5.528343
64.000000,5.442535
65.000000,5.358115
66.000000,5.275078
67.000000,5.193422
68.000000,5.113144
69.000000,5.034240
70.000000,4.956708
71.000000,4.880548
72.000000,4.805756
73.000000,4.732332
74.000000,4.660274
75.000000,4.589581
76.000000,4.520251
77.000000,4.452284
78.000000,4.385677
79.000000,4.320428
80.000000,4.256537
81.000000,4.194000
82.000000,4.132816
83.000000,4.072983
84.000000,4.014496
85.000000,3.957354
86.000000,3.901552
87.000000,3.847088
88.000000,3.793957
89.000000,3.742155
90.000000,3.691678
91.000000,3.642520
92.000000,3.594677
93.000000,3.548144
94.000000,3.502915
95.000000,3.458983
96.000000,3.416343
97.000000,3.374989
98.000000,3.334913
99.000000,3.296110
100.000000,3.258571
101.000000,3.222290
102.000000,3.187259
103.000000,3.153471
104.000000,3.120917
105.000000,3.089590
106.000000,3.059482
107.000000,3.030585
108.000000,3.002890
109.000000,2.976388
110.000000,2.951071
111.000000,2.926931
112.000000,2.903959
113.000000,2.882145
114.000000,2.861481
115.000000,2.841959
116.000000,2.823569
117.000000,2.806301
118.000000,2.790148
119.000000,2.775100
120.000000,2.761148
121.000000,2.748283
122.000000,2.736495
123.000000,2.725776
124.000000,2.716116
125.000000,2.707507
126.000000,2.699939
127.000000,2.693404
128.000000,2.687892
129.000000,2.683393
130.000000,2.679900
131.000000,2.677403
132.000000,2.675892
133.000000,2.675360
134.000000,2.675797
135.000000,2.677194
136.000000,2.679542
137.000000,2.682833
138.000000,2.687057
139.000000,2.692206
140.000000,2.698270
141.000000,2.705242
142.000000,2.713111
143.000000,2.721870
144.000000,2.731509
145.000000,2.742020
146.000000,2.753394
147.000000,2.765622
148.547318,2.786209
149.547317,2.800573
150.547317,2.815759
151.547317,2.831760
152.547317,2.848566
153.547317,2.866169
154.547317,2.884559
155.547317,2.903728
156.547317,2.923667
157.547317,2.944367
158.547316,2.965820
159.547316,2.988016
160.547316,3.010947
161.547316,3.034603
162.547316,3.058976
163.547316,3.084056
164.547316,3.109835
165.547316,3.136304
166.547316,3.163452
167.547316,3.191273
168.547315,3.219755
169.547315,3.248890
170.547315,3.278669
171.547315,3.309082
172.547315,3.340121
173.547315,3.371775
174.547315,3.404035
175.547315,3.436893
176.547315,3.470337
177.547315,3.504360
178.547314,3.538951
179.547314,3.574100
180.547314,3.609798
181.547314,3.646036
182.547314,3.682803
183.547314,3.720091
184.547314,3.757888
185.547314,3.796185
186.547314,3.834972
187.547313,3.874240
188.547313,3.913978
189.547313,3.954176
190.547313,3.994825
191.547313,4.035914
192.547313,4.077432
193.547313,4.119371
194.547313,4.161719
195.547313,4.204467
196.547313,4.247603
197.547312,4.291119
198.547312,4.335003
199.547312,4.379246
200.547312,4.423836
201.547312,4.468764
202.547312,4.514019
203.547312,4.559590
204.547312,4.605468
205.547312,4.651641
206.547312,4.698099
207.547311,4.744832
208.547311,4.791829
209.547311,4.839079
210.547311,4.886573
211.547311,4.934299
212.547311,4.982246
213.547311,5.030405
214.547311,5.078764
215.547311,5.127314
216.547311,5.176042
217.547310,5.224940
218.547310,5.273995
219.547310,5.323198
220.547310,5.372538
221.547310,5.422004
222.547310,5.471586
223.547310,5.521272
224.547310,5.571053
225.547310,5.620917
226.547309,5.670855
227.547309,5.720855
228.547309,5.770908
229.547309,5.821001
230.547309,5.871125
231.547309,5.921270
232.547309,5.971424
233.547309,6.021577
234.547309,6.071719
235.547309,6.121839
236.547308,6.171927
237.547308,6.221972
238.547308,6.271964
239.547308,6.321891
240.547308,6.371745
241.547308,6.421514
242.547308,6.471189
243.547308,6.520758
244.547308,6.570211
245.547308,6.619538
246.547307,6.668730
247.547307,6.717774
248.547307,6.766662
249.547307,6.815383
250.547307,6.863927
251.547307,6.912283
252.547307,6.960442
253.547307,7.008393
254.547307,7.056126
255.547307,7.103631
256.547306,7.150898
257.547306,7.197917
258.547306,7.244678
259.547306,7.291170
260.547306,7.337384
261.547306,7.383310
262.547306,7.428938
263.547306,7.474258
264.547306,7.519259
265.547305,7.563933
266.547305,7.608269
267.547305,7.652256
268.547305,7.695887
269.547305,7.739149
270.547305,7.782035
271.547305,7.824533
272.547305,7.866634
273.547305,7.908328
274.547305,7.949605
275.547304,7.990456
276.547304,8.030871
277.547304,8.070840
278.547304,8.110353
279.547304,8.149400
280.547304,8.187972
281.547304,8.226059
282.547304,8.263650
283.547304,8.300738
284.547304,8.337310
285.547303,8.373359
286.547303,8.408873
287.547303,8.443844
288.547303,8.478261
289.547303,8.512114
290.547303,8.545395
291.547303,8.578092
292.547303,8.610196
293.547303,8.641698
