128.547,12
129.546,11.8905
130.598,11.7594
131.654,11.6292
132.558,11.5017
133.557,11.3349
134.642,11.1499
135.573,10.9936
136.56,10.8272
137.605,10.6446
138.726,10.4563
139.623,10.3138
140.567,10.175
141.559,10.0418
142.594,9.91412
143.647,9.78568
144.806,9.65414
145.579,9.5739
146.74,9.46746
147.936,9.37492
149.177,9.29874
150.464,9.24003
151.348,9.21063
152.252,9.1891
153.177,9.17539
154.122,9.16936
155.088,9.17076
156.075,9.17918
157.083,9.19271
158.111,9.19882
159.16,9.19323
160.229,9.17663
161.319,9.15025
162.429,9.11443
163.561,9.0701
164.134,9.04392
165.295,8.97782
166.475,8.8957
167.073,8.85006
168.282,8.75454
169.513,8.65616
170.136,8.60719
171.398,8.51352
172.681,8.42928
173.33,8.39204
174.643,8.32977
175.307,8.30545
176.648,8.27171
177.326,8.2627
178.695,8.26079
179.384,8.2684
180.073,8.28222
181.449,8.32633
182.137,8.35565
183.51,8.42548
184.196,8.46504
185.567,8.55009
186.253,8.59474
187.637,8.686
188.334,8.73193
189.74,8.82213
190.449,8.86573
191.161,8.90792
192.597,8.98737
193.321,9.02438
194.048,9.05954
195.514,9.12432
196.253,9.15399
197.742,9.20836
198.492,9.23322
199.245,9.25678
200.764,9.30071
201.529,9.32137
202.298,9.34146
203.071,9.3612
204.627,9.40041
205.411,9.42017
206.199,9.44026
207.785,9.48198
208.584,9.50382
209.387,9.52643
210.193,9.54987
211.817,9.59939
212.634,9.62553
213.456,9.65257
214.28,9.68049
215.109,9.70923
216.777,9.76899
217.616,9.79992
218.459,9.83145
219.306,9.86349
220.156,9.89594
221.868,9.96176
222.729,9.99501
223.594,10.0284
224.463,10.0618
225.335,10.0951
226.211,10.1284
227.09,10.1615
228.86,10.2272
229.75,10.2596
230.644,10.2918
231.542,10.3236
232.443,10.3552
233.347,10.3864
234.256,10.4174
235.167,10.448
236.083,10.4784
237.924,10.5383
238.85,10.568
239.779,10.5974
240.712,10.6266
241.648,10.6557
242.588,10.6847
243.532,10.7136
244.477,10.7423
245.423,10.7708
246.367,10.7991
247.312,10.8273
248.256,10.8553
249.199,10.8831
250.142,10.9108
251.085,10.9383
